Program,Version,Program build date,Command line,Start time,Stop time,Elapsed time (seconds),Status
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z4_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z4_filtered_ground2.las","Tue Feb 05 09:52:19 2019","Tue Feb 05 09:52:20 2019",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z4_filtered_ground.mdt","Tue Feb 05 09:52:20 2019","Tue Feb 05 09:52:20 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z4_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z4_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z4_filtered_cleaned.las","Tue Feb 05 09:52:20 2019","Tue Feb 05 09:52:21 2019",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\8_Canopy_Model\Z4_filtered_CanopyModel.mdt","Tue Feb 05 09:52:21 2019","Tue Feb 05 09:52:21 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z4_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z4_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z4_filtered.las","Tue Feb 05 09:52:21 2019","Tue Feb 05 09:52:21 2019",0,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.5 /wparam:0.75 /iterations:2 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:52:11 2019","Tue Feb 05 09:52:22 2019",11,Success
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z4_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z4_filtered.csv ","Tue Feb 05 09:52:37 2019","Tue Feb 05 09:52:39 2019",2,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z4_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z4_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:52:39 2019","Tue Feb 05 09:52:39 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z4_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z4_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:52:39 2019","Tue Feb 05 09:52:40 2019",1,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.5 /wparam:0.5 /iterations:2 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:52:50 2019","Tue Feb 05 09:53:01 2019",11,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 E:\Palancia\TLS\6_Ground\Z9_filtered_ground.las 1 E:\Palancia\TLS\3_TLS_Noise\Z9_filtered_cleaned.las","Tue Feb 05 09:53:05 2019","Tue Feb 05 09:53:26 2019",21,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.5 /wparam:0 /iterations:2 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:53:35 2019","Tue Feb 05 09:53:46 2019",11,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 E:\Palancia\TLS\6_Ground\Z9_filtered_ground2.las 5 E:\Palancia\TLS\6_Ground\Z9_filtered_ground.las","Tue Feb 05 09:53:26 2019","Tue Feb 05 09:53:46 2019",20,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z9_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z9_filtered.las","Tue Feb 05 09:53:46 2019","Tue Feb 05 09:53:46 2019",0,Errors
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z9_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z9_filtered_ground2.las","Tue Feb 05 09:53:46 2019","Tue Feb 05 09:53:47 2019",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z9_filtered_ground.mdt","Tue Feb 05 09:53:47 2019","Tue Feb 05 09:53:48 2019",1,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z9_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z9_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z9_filtered_cleaned.las","Tue Feb 05 09:53:48 2019","Tue Feb 05 09:53:53 2019",5,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\8_Canopy_Model\Z9_filtered_CanopyModel.mdt","Tue Feb 05 09:53:53 2019","Tue Feb 05 09:53:53 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z9_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z9_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z9_filtered.las","Tue Feb 05 09:53:53 2019","Tue Feb 05 09:53:53 2019",0,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.5 /wparam:0.25 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:54:04 2019","Tue Feb 05 09:54:19 2019",15,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.5 /wparam:0 /iterations:0 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:54:35 2019","Tue Feb 05 09:54:43 2019",8,Success
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z9_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z9_filtered.csv ","Tue Feb 05 09:54:34 2019","Tue Feb 05 09:54:46 2019",12,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z9_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z9_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:54:46 2019","Tue Feb 05 09:54:46 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z9_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z9_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:54:46 2019","Tue Feb 05 09:54:52 2019",6,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.25 /wparam:0.25 /iterations:0 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:55:08 2019","Tue Feb 05 09:55:17 2019",9,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 E:\Palancia\TLS\6_Ground\Z14_filtered_ground.las 1 E:\Palancia\TLS\3_TLS_Noise\Z14_filtered_cleaned.las","Tue Feb 05 09:55:14 2019","Tue Feb 05 09:55:32 2019",18,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 E:\Palancia\TLS\6_Ground\Z14_filtered_ground2.las 5 E:\Palancia\TLS\6_Ground\Z14_filtered_ground.las","Tue Feb 05 09:55:32 2019","Tue Feb 05 09:55:56 2019",24,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z14_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z14_filtered.las","Tue Feb 05 09:55:56 2019","Tue Feb 05 09:55:56 2019",0,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.1 /wparam:0.25 /diagnostics test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:55:43 2019","Tue Feb 05 09:55:56 2019",13,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z14_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z14_filtered_ground2.las","Tue Feb 05 09:55:56 2019","Tue Feb 05 09:56:04 2019",8,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z14_filtered_ground.mdt","Tue Feb 05 09:56:04 2019","Tue Feb 05 09:56:04 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z14_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z14_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z14_filtered_cleaned.las","Tue Feb 05 09:56:04 2019","Tue Feb 05 09:56:08 2019",4,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\8_Canopy_Model\Z14_filtered_CanopyModel.mdt","Tue Feb 05 09:56:08 2019","Tue Feb 05 09:56:08 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z14_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z14_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z14_filtered.las","Tue Feb 05 09:56:08 2019","Tue Feb 05 09:56:08 2019",0,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:0.1 /wparam:0.25 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:56:10 2019","Tue Feb 05 09:56:18 2019",8,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.1 /wparam:0.2 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:56:45 2019","Tue Feb 05 09:56:53 2019",8,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.1 /wparam:0 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:57:31 2019","Tue Feb 05 09:57:39 2019",8,Success
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z14_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z14_filtered.csv ","Tue Feb 05 09:57:44 2019","Tue Feb 05 09:57:53 2019",9,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z14_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z14_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:57:53 2019","Tue Feb 05 09:57:53 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z14_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z14_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:57:53 2019","Tue Feb 05 09:57:56 2019",3,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 E:\Palancia\TLS\6_Ground\Z5_filtered_ground.las 1 E:\Palancia\TLS\3_TLS_Noise\Z5_filtered_cleaned.las","Tue Feb 05 09:58:02 2019","Tue Feb 05 09:58:06 2019",4,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.25 /wparam:0 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:58:02 2019","Tue Feb 05 09:58:09 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 E:\Palancia\TLS\6_Ground\Z5_filtered_ground2.las 5 E:\Palancia\TLS\6_Ground\Z5_filtered_ground.las","Tue Feb 05 09:58:06 2019","Tue Feb 05 09:58:11 2019",5,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z5_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z5_filtered.las","Tue Feb 05 09:58:11 2019","Tue Feb 05 09:58:11 2019",0,Errors
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z5_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z5_filtered_ground2.las","Tue Feb 05 09:58:11 2019","Tue Feb 05 09:58:12 2019",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z5_filtered_ground.mdt","Tue Feb 05 09:58:12 2019","Tue Feb 05 09:58:12 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z5_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z5_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z5_filtered_cleaned.las","Tue Feb 05 09:58:12 2019","Tue Feb 05 09:58:13 2019",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\8_Canopy_Model\Z5_filtered_CanopyModel.mdt","Tue Feb 05 09:58:13 2019","Tue Feb 05 09:58:13 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z5_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z5_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z5_filtered.las","Tue Feb 05 09:58:13 2019","Tue Feb 05 09:58:13 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z5_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z5_filtered.csv ","Tue Feb 05 09:58:25 2019","Tue Feb 05 09:58:26 2019",1,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z5_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z5_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:58:26 2019","Tue Feb 05 09:58:26 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z5_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z5_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:58:26 2019","Tue Feb 05 09:58:27 2019",1,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 E:\Palancia\TLS\6_Ground\Z2_filtered_ground.las 1 E:\Palancia\TLS\3_TLS_Noise\Z2_filtered_cleaned.las","Tue Feb 05 09:58:37 2019","Tue Feb 05 09:58:46 2019",9,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.25 /wparam:-0.10 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:58:41 2019","Tue Feb 05 09:58:48 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 E:\Palancia\TLS\6_Ground\Z2_filtered_ground2.las 5 E:\Palancia\TLS\6_Ground\Z2_filtered_ground.las","Tue Feb 05 09:58:46 2019","Tue Feb 05 09:58:57 2019",11,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z2_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z2_filtered.las","Tue Feb 05 09:58:57 2019","Tue Feb 05 09:58:57 2019",0,Errors
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z2_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z2_filtered_ground2.las","Tue Feb 05 09:58:57 2019","Tue Feb 05 09:58:58 2019",1,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z2_filtered_ground.mdt","Tue Feb 05 09:58:58 2019","Tue Feb 05 09:58:58 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z2_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z2_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z2_filtered_cleaned.las","Tue Feb 05 09:58:58 2019","Tue Feb 05 09:59:00 2019",2,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\8_Canopy_Model\Z2_filtered_CanopyModel.mdt","Tue Feb 05 09:59:00 2019","Tue Feb 05 09:59:00 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z2_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z2_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z2_filtered.las","Tue Feb 05 09:59:00 2019","Tue Feb 05 09:59:00 2019",0,Errors
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.25 /wparam:-0.20 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:59:05 2019","Tue Feb 05 09:59:12 2019",7,Success
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z2_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z2_filtered.csv ","Tue Feb 05 09:59:19 2019","Tue Feb 05 09:59:24 2019",5,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z2_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z2_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:59:24 2019","Tue Feb 05 09:59:24 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z2_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z2_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 09:59:24 2019","Tue Feb 05 09:59:26 2019",2,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.25 /wparam:-0.25 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 09:59:38 2019","Tue Feb 05 09:59:45 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 E:\Palancia\TLS\6_Ground\Z15_filtered_ground.las 1 E:\Palancia\TLS\3_TLS_Noise\Z15_filtered_cleaned.las","Tue Feb 05 09:59:49 2019","Tue Feb 05 10:00:15 2019",26,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 E:\Palancia\TLS\6_Ground\Z15_filtered_ground2.las 5 E:\Palancia\TLS\6_Ground\Z15_filtered_ground.las","Tue Feb 05 10:00:15 2019","Tue Feb 05 10:00:47 2019",32,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z15_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z15_filtered.las","Tue Feb 05 10:00:47 2019","Tue Feb 05 10:00:47 2019",0,Errors
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z15_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z15_filtered_ground2.las","Tue Feb 05 10:00:47 2019","Tue Feb 05 10:00:50 2019",3,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z15_filtered_ground.mdt","Tue Feb 05 10:00:50 2019","Tue Feb 05 10:00:50 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z15_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z15_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z15_filtered_cleaned.las","Tue Feb 05 10:00:50 2019","Tue Feb 05 10:00:56 2019",6,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\8_Canopy_Model\Z15_filtered_CanopyModel.mdt","Tue Feb 05 10:00:57 2019","Tue Feb 05 10:00:57 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\UAV_Clip_Z15_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\UAV_Clip_Z15_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z15_filtered.las","Tue Feb 05 10:00:57 2019","Tue Feb 05 10:00:57 2019",0,Errors
"CloudMetrics",2.57,"Aug  6 2018 10:53:24"," /outlier:-0.30,2.5 /minht:0.25 E:\Palancia\TLS\9_Normalized_PointClouds\*Z15_filtered_Normalized.las E:\Palancia\TLS\10_CloudMetrics\Z15_filtered.csv ","Tue Feb 05 10:03:29 2019","Tue Feb 05 10:03:42 2019",13,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\UAV_Clip_Z15_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\UAV_Clip_Z15_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 10:03:42 2019","Tue Feb 05 10:03:42 2019",0,Success
"ClipData",2.66,"Aug  6 2018 10:55:49"," /zmin:0.4 E:\Palancia\TLS\9_Normalized_PointClouds\Z15_filtered_Normalized.las E:\Palancia\TLS\11_Perimeter\Z15_filtered_Normalized_perimeter.las  0 0 9999999 9999999","Tue Feb 05 10:03:42 2019","Tue Feb 05 10:03:48 2019",6,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.5 /wparam:-0.25 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 10:06:15 2019","Tue Feb 05 10:06:22 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.25 /wparam:-0.5 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 10:06:42 2019","Tue Feb 05 10:06:49 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53","  /gparam:-0.25 /wparam:-1 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 10:08:16 2019","Tue Feb 05 10:08:23 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /median:1  /gparam:-0.25 /wparam:-1 /iterations:0 test_16_normalized.las 10  Canas_clip_000016.las","Tue Feb 05 10:09:33 2019","Tue Feb 05 10:09:40 2019",7,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.2 /iterations:8 E:\Palancia\TLS\6_Ground\Z17_filtered_ground.las 1 E:\Palancia\TLS\3_TLS_Noise\Z17_filtered_cleaned.las","Tue Feb 05 10:38:31 2019","Tue Feb 05 10:38:51 2019",20,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /finalsmooth /gparam:0 /wparam:0.18 /iterations:20 E:\Palancia\TLS\6_Ground\Z17_filtered_ground2.las 5 E:\Palancia\TLS\6_Ground\Z17_filtered_ground.las","Tue Feb 05 10:38:51 2019","Tue Feb 05 10:39:11 2019",20,Success
"GroundFilter",1.81,"Aug  6 2018 10:55:53"," /gparam:0 /wparam:0.1 /iterations:18 E:\Palancia\TLS\6_Ground\UAV_Clip_Z17_filtered_ground.las 5 E:\Palancia\TLS\5_Photogrammetry_Clip\UAV_Clip_Z17_filtered.las","Tue Feb 05 10:39:11 2019","Tue Feb 05 10:39:11 2019",0,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\Z17_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\Z17_filtered_ground2.las","Tue Feb 05 10:39:11 2019","Tue Feb 05 10:39:13 2019",2,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\Z17_filtered_ground.mdt","Tue Feb 05 10:39:13 2019","Tue Feb 05 10:39:13 2019",0,Success
"GridSurfaceCreate",2.04,"Aug  6 2018 10:55:02"," E:\Palancia\TLS\7_MDT\UAV_Clip_Z17_filtered_ground.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\6_Ground\UAV_Clip_Z17_filtered_ground.las","Tue Feb 05 10:39:13 2019","Tue Feb 05 10:39:13 2019",0,Success
"DTM2ASCII",1.41,"Aug  6 2018 10:54:46"," /raster E:\Palancia\TLS\7_MDT\UAV_Clip_Z17_filtered_ground.mdt","Tue Feb 05 10:39:13 2019","Tue Feb 05 10:39:13 2019",0,Success
"CanopyModel",1.97,"Aug  6 2018 10:55:44"," /ground:E:\Palancia\TLS\7_MDT\Z17_filtered_ground.mdt E:\Palancia\TLS\8_Canopy_Model\Z17_filtered_CanopyModel.mdt 0.05 m m 1 30 2 3 E:\Palancia\TLS\3_TLS_Noise\Z17_filtered_cleaned.las","Tue Feb 05 10:39:13 2019","Tue Feb 05 10:39:17 2019",4,Success
